ms_subclass,ms_zoning,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice
60,rl,12438,pave,ir1,lvl,allpub,inside,gtl,collgcr,posn,norm,1fam,2story,6,5,1995,1995,gable,compshg,vinylsd,vinylsd,brkface,68.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,781.0,781.0,gasa,ex,y,sbrkr,795,704,0,1499,0.0,0.0,2,1,3,1,gd,6,typ,1,ta,attchd,1995.0,rfn,2.0,473.0,ta,ta,y,413,91,0,0,0,0,0,8,2006,wd ,187000
60,rl,15138,pave,ir1,lvl,allpub,inside,gtl,noridge,norm,norm,1fam,2story,8,5,1995,1996,gable,compshg,vinylsd,vinylsd,brkface,506.0,gd,ta,pconc,gd,ta,no,glq,689.0,unf,0.0,773.0,1462.0,gasa,ex,y,sbrkr,1490,1304,0,2794,1.0,0.0,2,1,4,1,ex,9,typ,1,ta,attchd,1995.0,fin,3.0,810.0,ta,ta,y,0,146,202,0,0,0,0,7,2009,wd ,403000
60,rl,12046,pave,ir1,lvl,allpub,inside,gtl,nwames,norm,norm,1fam,2story,6,6,1976,1976,gable,compshg,plywood,plywood,brkface,298.0,ta,ta,cblock,ta,ta,no,lwq,156.0,unf,0.0,692.0,848.0,gasa,ta,y,sbrkr,1118,912,0,2030,0.0,0.0,2,1,4,1,gd,8,typ,1,ta,attchd,1976.0,fin,2.0,551.0,ta,ta,y,0,224,0,0,0,0,0,6,2007,wd ,195000
80,rl,9600,pave,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,slvl,6,5,1961,1961,hip,compshg,wdshing,wd shng,brkface,291.0,ta,ta,cblock,ta,ta,av,alq,600.0,unf,0.0,618.0,1218.0,gasa,ta,y,sbrkr,1254,0,0,1254,1.0,0.0,1,0,3,1,ta,6,typ,1,gd,attchd,1961.0,rfn,2.0,525.0,ta,ta,y,0,0,0,0,168,0,0,5,2007,wd ,158500
60,rl,11367,pave,reg,lvl,allpub,corner,gtl,collgcr,norm,norm,1fam,2story,8,5,2002,2002,gable,compshg,vinylsd,vinylsd,brkface,210.0,gd,ta,pconc,gd,ta,mn,glq,932.0,unf,0.0,133.0,1065.0,gasa,ex,y,sbrkr,1091,898,0,1989,1.0,0.0,2,1,3,1,gd,7,typ,1,gd,attchd,2002.0,fin,2.0,586.0,ta,ta,y,199,60,0,0,0,0,0,11,2006,wd ,255000
20,rl,26073,pave,ir1,lvl,allpub,culdsac,gtl,crawfor,norm,norm,1fam,1story,5,5,1956,1956,gable,compshg,brkface,metalsd,none,0.0,ta,ta,pconc,ta,ta,no,rec,1116.0,unf,0.0,782.0,1898.0,gasa,ex,y,fusea,1898,0,0,1898,0.0,0.0,2,1,3,1,ta,7,typ,2,ta,attchd,1956.0,unf,2.0,484.0,ta,ta,y,0,51,224,0,0,0,0,4,2008,wd ,236500
20,rl,7150,pave,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,6,1966,1966,hip,compshg,hdboard,hdboard,brkface,52.0,ta,ta,cblock,ta,ta,no,blq,725.0,unf,0.0,263.0,988.0,gasa,ta,y,sbrkr,988,0,0,988,1.0,0.0,1,0,3,1,ta,5,typ,0,none,detchd,1974.0,unf,1.0,360.0,ta,ta,y,0,0,0,0,0,0,0,11,2007,wd ,129250
20,rl,15602,pave,ir1,lvl,allpub,inside,gtl,crawfor,norm,norm,1fam,1story,7,8,1959,1997,gable,compshg,brkface,wd sdng,none,0.0,ta,ta,cblock,ta,ta,no,alq,1247.0,unf,0.0,254.0,1501.0,gasa,ta,y,sbrkr,1801,0,0,1801,1.0,0.0,2,0,1,1,ta,6,typ,2,ta,attchd,1959.0,fin,2.0,484.0,ta,ta,y,0,54,0,0,161,0,0,3,2010,wd ,289000
90,rl,10260,pave,reg,lvl,allpub,inside,gtl,mitchel,norm,norm,duplex,2story,5,4,1976,1976,gable,compshg,plywood,plywood,none,0.0,ta,ta,cblock,0,0,0,0,0.0,0,0.0,0.0,0.0,gasa,ta,y,sbrkr,936,936,0,1872,0.0,0.0,2,2,4,2,ta,8,typ,0,none,attchd,1976.0,unf,2.0,484.0,ta,ta,y,0,0,0,0,0,0,0,11,2008,wd ,100000
60,rl,12728,pave,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,2story,8,5,2001,2001,gable,compshg,vinylsd,vinylsd,brkface,256.0,gd,ta,pconc,gd,ta,mn,glq,1198.0,unf,0.0,333.0,1531.0,gasa,ex,y,sbrkr,1531,908,0,2439,1.0,0.0,2,1,4,1,gd,7,typ,1,ta,attchd,2001.0,fin,2.0,560.0,ta,ta,y,184,121,0,0,0,0,0,1,2007,wd ,275000
60,rl,11690,pave,ir1,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,2story,8,5,1999,2000,gable,compshg,vinylsd,vinylsd,brkface,192.0,gd,ta,pconc,gd,ta,av,unf,0.0,unf,0.0,850.0,850.0,gasa,ex,y,sbrkr,886,878,0,1764,0.0,0.0,2,1,3,1,gd,7,typ,1,ta,attchd,1999.0,unf,2.0,560.0,ta,ta,y,120,29,0,0,0,0,0,6,2008,wd ,207000
20,rl,9230,pave,reg,lvl,allpub,corner,gtl,names,feedr,norm,1fam,1story,5,8,1965,1998,hip,compshg,metalsd,metalsd,brkface,166.0,ta,ta,cblock,ta,ta,mn,glq,661.0,unf,0.0,203.0,864.0,gasa,gd,y,sbrkr,1200,0,0,1200,1.0,0.0,1,1,1,1,gd,6,typ,0,none,detchd,1977.0,unf,2.0,884.0,ta,ta,y,0,64,0,0,0,0,0,10,2006,wd ,146000
160,rm,1890,pave,reg,lvl,allpub,inside,gtl,brdale,norm,norm,twnhs,2story,6,7,1972,1972,gable,compshg,hdboard,hdboard,brkface,380.0,ta,ta,cblock,ta,ta,no,alq,282.0,unf,0.0,212.0,494.0,gasa,ex,y,sbrkr,494,536,0,1030,0.0,0.0,1,1,3,1,ta,6,typ,0,none,detchd,1973.0,unf,1.0,264.0,ta,ta,y,0,0,0,0,0,0,0,7,2006,wd ,116000
60,rl,9375,pave,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,2story,7,5,1997,1998,gable,compshg,vinylsd,vinylsd,brkface,573.0,ta,ta,pconc,gd,ta,no,glq,739.0,unf,0.0,318.0,1057.0,gasa,ex,y,sbrkr,1057,977,0,2034,1.0,0.0,2,1,3,1,gd,8,typ,0,none,attchd,1998.0,rfn,2.0,645.0,ta,ta,y,576,36,0,0,0,0,0,2,2009,wd ,219500
120,rl,3480,pave,reg,lvl,allpub,inside,gtl,nridght,norm,norm,twnhse,1story,7,5,2003,2003,gable,compshg,vinylsd,vinylsd,stone,163.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1405.0,1405.0,gasa,ex,y,sbrkr,1405,0,0,1405,0.0,0.0,2,0,2,1,gd,6,typ,1,ta,attchd,2003.0,rfn,2.0,478.0,ta,ta,y,148,36,0,0,0,0,0,11,2009,wd ,173000
20,rl,17140,pave,reg,lvl,allpub,inside,gtl,edwards,norm,norm,1fam,1story,4,6,1956,1956,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,cblock,ta,ta,no,alq,1059.0,unf,0.0,75.0,1134.0,gasa,ex,y,fusea,1229,0,0,1229,0.0,0.0,1,0,3,1,ta,6,typ,0,none,attchd,1956.0,rfn,1.0,284.0,ta,ta,y,0,0,0,0,0,0,0,4,2009,wd ,135000
60,rl,8749,pave,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,2story,7,5,2003,2003,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,glq,654.0,unf,0.0,325.0,979.0,gasa,ex,y,sbrkr,992,940,0,1932,1.0,0.0,2,1,3,1,gd,7,typ,1,gd,attchd,2003.0,rfn,2.0,610.0,ta,ta,y,0,120,0,0,0,0,0,6,2007,wd ,213000
20,rl,11375,pave,reg,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,1story,6,5,1954,1995,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,cblock,ta,ta,no,rec,736.0,unf,0.0,231.0,967.0,gasa,ta,y,sbrkr,1299,0,0,1299,0.0,0.0,1,0,3,1,gd,6,typ,1,ta,attchd,1954.0,unf,2.0,494.0,ta,ta,y,81,0,280,0,0,0,0,10,2007,wd ,150000
120,rl,3922,pave,reg,lvl,allpub,inside,gtl,blmngtn,norm,norm,twnhse,1story,7,5,2006,2007,gable,compshg,vinylsd,vinylsd,brkface,72.0,gd,ta,pconc,ex,ta,av,unf,0.0,unf,0.0,1258.0,1258.0,gasa,ex,y,sbrkr,1402,0,0,1402,0.0,2.0,0,2,2,1,gd,7,typ,1,gd,attchd,2006.0,fin,3.0,648.0,ta,ta,y,120,16,0,0,0,0,0,2,2007,new,194201
120,rl,3182,pave,reg,lvl,allpub,inside,gtl,blmngtn,norm,norm,twnhse,1story,7,5,2005,2006,gable,compshg,vinylsd,vinylsd,brkface,16.0,gd,ta,pconc,gd,ta,no,glq,16.0,unf,0.0,1330.0,1346.0,gasa,ex,y,sbrkr,1504,0,0,1504,0.0,0.0,2,0,1,1,gd,7,typ,1,gd,attchd,2005.0,fin,2.0,457.0,ta,ta,y,156,0,0,0,0,0,0,5,2009,wd ,181000
20,rl,9750,pave,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,6,6,1958,1958,gable,compshg,metalsd,metalsd,brkface,243.0,ta,ta,cblock,ta,ta,no,rec,608.0,unf,0.0,834.0,1442.0,gasa,gd,y,sbrkr,1442,0,0,1442,0.0,0.0,1,1,4,1,ta,7,typ,0,none,attchd,1958.0,rfn,1.0,301.0,ta,ta,y,0,0,275,0,0,0,500,4,2007,cod,157900
60,rl,13426,pave,ir1,lvl,allpub,corner,gtl,collgcr,norm,norm,1fam,2story,7,5,1999,2000,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,mn,glq,894.0,unf,0.0,57.0,951.0,gasa,ex,y,sbrkr,951,828,0,1779,1.0,0.0,2,1,3,1,gd,7,typ,1,ta,attchd,1999.0,fin,2.0,586.0,ta,ta,y,208,107,0,0,0,0,0,9,2006,wd ,217000
60,fv,10574,pave,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,2story,8,5,2005,2006,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,mn,unf,0.0,unf,0.0,1082.0,1082.0,gasa,ex,y,sbrkr,1082,871,0,1953,0.0,0.0,2,1,3,1,gd,9,typ,1,gd,attchd,2005.0,rfn,3.0,1043.0,ta,ta,y,160,50,0,0,0,0,0,5,2009,wd ,252000
60,rl,8726,pave,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,2story,7,5,2002,2002,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,872.0,872.0,gasa,ex,y,sbrkr,872,1037,0,1909,0.0,0.0,2,1,4,1,gd,8,typ,0,none,builtin,2002.0,rfn,2.0,529.0,ta,ta,y,0,108,0,0,0,0,0,9,2006,wd ,197000
60,rl,7984,pave,ir1,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,2story,7,5,2004,2005,gable,compshg,vinylsd,vinylsd,brkface,200.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,868.0,868.0,gasa,ex,y,sbrkr,868,762,0,1630,0.0,0.0,2,1,3,1,gd,7,typ,1,gd,builtin,2004.0,fin,2.0,436.0,ta,ta,y,120,48,0,0,0,0,0,9,2009,wd ,189500
50,rl,8248,pave,reg,lvl,allpub,inside,gtl,edwards,norm,norm,1fam,1.5fin,5,7,1918,1950,gable,compshg,stucco,stucco,none,0.0,ta,ta,brktil,ta,ta,no,unf,0.0,unf,0.0,686.0,686.0,gasw,gd,y,sbrkr,686,564,0,1250,0.0,1.0,1,1,3,1,fa,7,typ,0,none,detchd,1955.0,unf,1.0,280.0,ta,ta,p,207,0,96,0,0,0,0,7,2006,wd ,116000
20,rl,9790,pave,reg,lvl,allpub,inside,gtl,nwames,feedr,norm,1fam,1story,6,5,1963,1963,hip,compshg,hdboard,hdboard,brkface,451.0,ta,ta,cblock,ta,ta,no,alq,569.0,rec,81.0,678.0,1328.0,gasa,ta,y,sbrkr,1328,0,0,1328,1.0,0.0,1,1,3,1,ta,6,typ,2,gd,attchd,1963.0,unf,2.0,528.0,ta,ta,y,0,26,0,0,0,0,0,6,2010,wd ,143000
20,rl,7200,pave,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,7,1950,1950,gable,compshg,metalsd,metalsd,none,0.0,ta,ta,cblock,ta,ta,no,blq,534.0,rec,96.0,246.0,876.0,gasa,ta,y,sbrkr,988,0,0,988,0.0,0.0,1,0,3,1,ta,6,typ,0,none,attchd,1950.0,unf,1.0,276.0,ta,ta,y,0,80,0,0,0,0,0,5,2007,wd ,119000
50,rl,7200,pave,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1.5fin,6,5,1954,1954,gable,compshg,metalsd,metalsd,none,0.0,ta,ta,cblock,ta,ta,no,rec,673.0,unf,0.0,181.0,854.0,gasa,fa,y,fusea,854,424,0,1278,0.0,0.0,1,0,4,1,ta,6,typ,0,none,attchd,1954.0,unf,1.0,240.0,ta,ta,y,0,0,0,0,0,0,0,4,2008,wd ,127500
60,fv,8125,pave,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,2story,6,5,2005,2005,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,858.0,858.0,gasa,ex,y,sbrkr,858,858,0,1716,0.0,0.0,2,1,3,1,gd,7,typ,0,none,attchd,2005.0,rfn,2.0,615.0,ta,ta,y,0,53,0,0,0,0,0,2,2006,wd ,200825
30,rl,8088,pave,reg,lvl,allpub,inside,gtl,edwards,feedr,norm,1fam,1story,2,3,1922,1955,gable,compshg,metalsd,metalsd,none,0.0,ta,ta,brktil,ta,ta,no,unf,0.0,unf,0.0,498.0,498.0,gasa,ta,n,fusef,498,0,0,498,0.0,0.0,1,0,1,1,ta,3,typ,0,none,detchd,1922.0,unf,1.0,216.0,fa,fa,n,0,0,100,0,0,0,0,2,2006,conld,35000
60,rl,12511,pave,ir1,lvl,allpub,corner,gtl,nwames,norm,norm,1fam,2story,7,7,1978,1978,mansard,wdshake,plywood,plywood,brkface,168.0,gd,ta,pconc,gd,ta,no,alq,988.0,unf,0.0,432.0,1420.0,gasa,ex,y,sbrkr,1420,1420,0,2840,0.0,1.0,2,1,4,1,gd,8,min2,2,gd,attchd,1978.0,fin,4.0,1314.0,ta,gd,y,0,16,0,0,208,0,0,12,2008,wd ,292500
160,rm,1869,pave,reg,lvl,allpub,inside,gtl,brdale,norm,norm,twnhs,2story,6,6,1970,1970,gable,compshg,hdboard,hdboard,brkface,127.0,ta,ta,cblock,ta,ta,no,rec,321.0,unf,0.0,162.0,483.0,gasa,ta,y,sbrkr,483,504,0,987,0.0,0.0,1,1,2,1,ta,5,typ,0,none,detchd,1987.0,unf,1.0,280.0,ta,ta,y,0,0,0,0,0,0,0,9,2008,wd ,106000
30,rl,9259,pave,reg,lvl,allpub,corner,gtl,sawyer,feedr,norm,1fam,1story,4,4,1927,1950,gable,compshg,wd sdng,wd sdng,none,0.0,ta,ta,brktil,fa,ta,no,unf,0.0,unf,0.0,660.0,660.0,gasa,ta,n,sbrkr,756,0,0,756,0.0,0.0,1,0,2,1,ta,4,typ,0,none,detchd,1945.0,unf,2.0,440.0,ta,ta,n,80,0,0,0,0,0,0,6,2010,wd ,85000
20,rl,16770,pave,reg,lvl,allpub,corner,gtl,nridght,norm,norm,1fam,1story,8,5,2002,2003,hip,compshg,vinylsd,vinylsd,brkface,270.0,gd,ta,pconc,ex,ta,gd,glq,1196.0,unf,0.0,516.0,1712.0,gasa,ex,y,sbrkr,1712,0,0,1712,1.0,0.0,2,0,3,1,gd,8,typ,1,gd,attchd,2002.0,rfn,3.0,701.0,ta,ta,y,218,183,0,0,0,0,0,9,2009,wd ,286500
120,rl,4043,pave,reg,lvl,allpub,inside,gtl,npkvill,norm,norm,twnhse,1story,6,5,1977,1977,gable,compshg,plywood,plywood,none,0.0,ta,ta,cblock,gd,ta,no,alq,360.0,unf,0.0,709.0,1069.0,gasa,ta,y,sbrkr,1069,0,0,1069,0.0,0.0,2,0,2,1,ta,4,typ,1,fa,attchd,1977.0,rfn,2.0,440.0,ta,ta,y,0,55,0,0,165,0,0,7,2010,wd ,127500
20,fv,9000,pave,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,7,5,2006,2007,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1335.0,1335.0,gasa,ex,y,sbrkr,1335,0,0,1335,0.0,0.0,2,0,3,1,gd,6,typ,0,none,attchd,2007.0,rfn,2.0,575.0,ta,ta,y,0,210,0,0,0,0,0,6,2007,new,210400
120,rl,12677,pave,ir1,lvl,allpub,inside,gtl,nridght,norm,norm,twnhse,1story,8,5,2003,2004,hip,compshg,metalsd,metalsd,brkface,472.0,ex,ta,pconc,ex,ta,gd,glq,1218.0,unf,0.0,300.0,1518.0,gasa,ex,y,sbrkr,1518,0,0,1518,0.0,0.0,1,1,1,1,ex,6,typ,1,gd,attchd,2003.0,rfn,2.0,588.0,ta,ta,y,185,140,0,0,0,0,0,4,2008,wd ,274000
60,rl,12852,pave,ir1,hls,allpub,corner,gtl,timber,norm,norm,1fam,2story,8,5,2007,2007,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,av,glq,770.0,unf,0.0,150.0,920.0,gasa,ex,y,sbrkr,920,860,0,1780,1.0,0.0,2,1,3,1,gd,6,typ,1,gd,attchd,2007.0,fin,2.0,612.0,ta,ta,y,0,192,0,0,0,0,0,1,2008,new,264966
50,rm,10320,pave,reg,lvl,allpub,corner,gtl,idotrr,artery,norm,1fam,1.5fin,4,1,1910,1950,gable,compshg,wd sdng,wd sdng,none,0.0,fa,fa,cblock,ta,fa,no,unf,0.0,unf,0.0,771.0,771.0,gasa,fa,y,sbrkr,866,504,114,1484,0.0,0.0,2,0,3,1,ta,6,sal,0,none,detchd,1910.0,unf,1.0,264.0,ta,fa,n,14,211,0,0,84,0,0,9,2007,cod,50000
50,rm,10800,pave,reg,lvl,allpub,inside,gtl,oldtown,artery,norm,1fam,1.5fin,5,6,1915,1950,gable,compshg,metalsd,metalsd,none,0.0,ta,gd,pconc,fa,ta,no,lwq,686.0,unf,0.0,0.0,686.0,gasa,ta,y,sbrkr,966,686,0,1652,1.0,0.0,2,0,4,1,ta,7,typ,0,none,detchd,1961.0,unf,1.0,416.0,ta,ta,y,0,0,196,0,0,0,1200,6,2010,wd ,139000
60,rl,19522,pave,ir1,bnk,allpub,inside,gtl,veenker,norm,norm,1fam,2story,7,5,1990,1990,gable,compshg,hdboard,hdboard,brkface,272.0,gd,ta,pconc,gd,ta,no,glq,727.0,unf,0.0,496.0,1223.0,gasa,gd,y,sbrkr,1271,1232,0,2503,1.0,0.0,2,1,3,1,gd,7,typ,1,ta,attchd,1990.0,rfn,2.0,564.0,ta,ta,y,0,99,0,0,182,0,0,2,2007,wd ,300000
80,rl,13860,pave,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,slvl,8,7,1972,1995,gable,compshg,plywood,wd sdng,none,0.0,gd,ta,cblock,gd,ta,gd,glq,1410.0,unf,0.0,542.0,1952.0,gasa,gd,y,sbrkr,2000,704,0,2704,1.0,0.0,2,1,4,1,ex,9,typ,3,ta,attchd,1972.0,fin,2.0,538.0,ta,ta,y,269,111,0,0,0,0,0,7,2009,wd ,345000
20,rl,11927,pave,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,8,5,1994,1995,hip,compshg,hdboard,hdboard,brkface,519.0,gd,ta,pconc,gd,ta,gd,blq,408.0,glq,465.0,683.0,1556.0,gasa,ex,y,sbrkr,1592,0,0,1592,0.0,0.0,2,0,3,1,gd,7,typ,1,ta,attchd,1994.0,fin,2.0,484.0,ta,ta,y,120,35,0,0,0,0,0,6,2007,wd ,228000
80,rl,11950,pave,ir1,lvl,allpub,corner,gtl,gilbert,norm,norm,1fam,slvl,7,5,2003,2003,gable,compshg,vinylsd,vinylsd,0,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,384.0,384.0,gasa,ex,y,sbrkr,754,640,0,1394,0.0,0.0,2,1,3,1,gd,7,typ,1,ta,builtin,2003.0,fin,2.0,400.0,ta,ta,y,100,0,0,0,0,0,0,10,2007,wd ,165500
70,rm,9906,pave,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,2story,4,4,1925,1950,gable,compshg,metalsd,metalsd,none,0.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,686.0,686.0,gasa,fa,n,sbrkr,810,518,0,1328,0.0,0.0,1,0,3,1,ta,8,typ,0,none,detchd,1940.0,unf,1.0,210.0,ta,ta,y,0,172,60,0,0,0,0,9,2006,wd ,107000
120,rl,4923,pave,reg,lvl,allpub,inside,gtl,stonebr,norm,norm,twnhse,1story,8,5,2001,2002,gable,compshg,cemntbd,cmentbd,none,0.0,gd,ta,pconc,ex,ta,av,glq,1153.0,unf,0.0,440.0,1593.0,gasa,ex,y,sbrkr,1593,0,0,1593,1.0,0.0,1,1,0,1,ex,5,typ,1,gd,attchd,2001.0,fin,2.0,682.0,ta,ta,y,0,120,0,0,224,0,0,8,2008,wd ,286000
30,c (all),7879,pave,reg,lvl,allpub,inside,gtl,idotrr,norm,norm,1fam,1story,4,5,1920,1950,gable,compshg,wd sdng,wd sdng,none,0.0,ta,ta,cblock,ta,ta,no,rec,495.0,unf,0.0,225.0,720.0,gasa,ta,n,fusea,720,0,0,720,0.0,0.0,1,0,2,1,ta,4,typ,0,none,0,1925.293236964378,0,0.0,0.0,0,0,n,0,523,115,0,0,0,0,11,2009,wd ,34900
20,rl,7800,pave,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,5,1964,1964,gable,compshg,wd sdng,wd sdng,none,0.0,ta,ta,cblock,ta,ta,no,rec,312.0,lwq,600.0,0.0,912.0,gasa,ta,y,sbrkr,912,0,0,912,0.0,0.0,1,0,2,1,ta,5,typ,0,none,attchd,1964.0,unf,1.0,288.0,ta,ta,y,0,0,0,0,0,0,0,11,2006,wd ,115000
120,rl,3196,pave,reg,lvl,allpub,inside,gtl,blmngtn,norm,norm,twnhse,1story,8,5,2003,2003,gable,compshg,vinylsd,vinylsd,brkface,40.0,gd,ta,pconc,gd,ta,gd,unf,0.0,unf,0.0,1273.0,1273.0,gasa,ex,y,sbrkr,1456,0,0,1456,0.0,0.0,2,0,2,1,gd,7,typ,1,ta,attchd,2003.0,fin,2.0,400.0,ta,ta,y,143,20,0,0,0,0,0,5,2006,wd ,215000
70,rm,9928,pave,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,2story,7,8,1915,1994,gable,compshg,wd sdng,wd sdng,none,0.0,ta,gd,brktil,ta,ta,no,unf,0.0,unf,0.0,672.0,672.0,gasa,fa,y,sbrkr,1272,672,0,1944,0.0,0.0,2,0,3,1,ta,8,min2,0,none,detchd,1915.0,unf,1.0,216.0,ta,ta,n,24,28,0,0,0,0,400,6,2009,wd ,179900
120,rl,6820,pave,ir1,lvl,allpub,corner,gtl,stonebr,norm,norm,twnhse,1story,8,5,1985,1985,gable,compshg,hdboard,hdboard,none,0.0,gd,ta,pconc,gd,ta,av,glq,368.0,blq,1120.0,0.0,1488.0,gasa,ta,y,sbrkr,1502,0,0,1502,1.0,0.0,1,1,1,1,gd,4,typ,0,none,attchd,1985.0,rfn,2.0,528.0,ta,ta,y,0,54,0,0,140,0,0,6,2010,wd ,212000
60,rl,13128,pave,ir1,hls,allpub,culdsac,gtl,gilbert,norm,norm,1fam,2story,8,5,2005,2005,gable,compshg,vinylsd,vinylsd,brkface,216.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1074.0,1074.0,gasa,ex,y,sbrkr,1074,990,0,2064,0.0,0.0,2,1,4,1,gd,7,typ,1,gd,attchd,2005.0,fin,2.0,527.0,ta,ta,y,0,119,0,0,0,0,0,1,2006,wd ,250000
50,rm,6240,pave,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1.5fin,5,6,1928,1950,gable,compshg,metalsd,metalsd,none,0.0,ta,ta,brktil,ta,ta,no,unf,0.0,unf,0.0,1042.0,1042.0,gasa,ex,y,sbrkr,1042,534,0,1576,0.0,0.0,1,0,3,1,ta,8,typ,1,gd,detchd,1928.0,unf,1.0,225.0,ta,ta,y,0,0,0,0,0,0,0,8,2006,wd ,149000
60,rl,8000,pave,reg,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,2story,6,5,1995,1996,gable,compshg,hdboard,hdboard,none,0.0,ta,ta,pconc,gd,ta,no,glq,219.0,unf,0.0,554.0,773.0,gasa,gd,y,sbrkr,773,885,0,1658,1.0,0.0,2,1,3,1,ta,8,typ,1,ta,attchd,1995.0,fin,2.0,431.0,ta,ta,y,224,84,0,0,0,0,0,6,2008,wd ,188000
30,rl,10410,pave,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,1story,3,8,1930,2001,gable,compshg,vinylsd,vinylsd,none,0.0,ta,gd,pconc,ta,ta,no,unf,0.0,unf,0.0,713.0,713.0,gasa,ex,y,sbrkr,713,0,0,713,0.0,0.0,1,0,2,1,gd,5,typ,0,none,detchd,1936.0,unf,1.0,371.0,fa,fa,n,0,75,161,0,0,0,0,10,2006,wd ,99800
70,rm,10800,pave,reg,bnk,allpub,inside,gtl,oldtown,norm,norm,1fam,2story,7,8,1890,1998,gable,compshg,wd sdng,vinylsd,none,0.0,ta,gd,brktil,ta,ta,no,unf,0.0,unf,0.0,718.0,718.0,gasa,ex,y,sbrkr,1576,978,0,2554,0.0,0.0,1,1,3,1,ta,8,typ,0,none,detchd,1996.0,unf,2.0,704.0,ta,ta,p,0,48,143,0,0,0,0,7,2007,wd ,159500
80,rl,13300,pave,ir1,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,slvl,7,5,2004,2004,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,glq,326.0,unf,0.0,58.0,384.0,gasa,ex,y,sbrkr,744,630,0,1374,1.0,0.0,2,1,3,1,gd,7,typ,1,gd,builtin,2004.0,fin,2.0,400.0,ta,ta,y,100,0,0,0,0,0,0,6,2010,wd ,184500
